distanza,y,y2,distanzaDx,distanzaSx,Sesso
0.39,1.11,1.16,0.0,0.0,1
0.38,1.11,1.15,0.0,0.01,1
0.37,1.1,1.16,0.01,0.01,1
0.36,1.08,1.16,0.03,0.01,1
0.43,1.09,1.34,0.02,0.18,1
0.62,1.24,1.59,0.17,0.29,1
0.44,1.57,1.61,0.36,0.03,1
0.41,1.6,1.62,0.04,0.01,1
0.41,1.59,1.61,0.02,0.02,1
0.37,1.36,1.35,0.3,0.32,1
0.36,1.23,1.24,0.13,0.11,1
0.36,1.17,1.18,0.06,0.06,1
0.38,1.16,1.19,0.06,0.04,1
0.45,1.19,1.22,0.03,0.06,1
0.49,1.21,1.24,0.02,0.05,1
0.52,1.22,1.22,0.02,0.05,1
0.63,1.27,1.26,0.08,0.11,1
0.48,1.24,1.27,0.09,0.08,1
0.4,1.21,1.26,0.04,0.07,1
0.35,1.22,1.25,0.02,0.04,1
0.34,1.22,1.24,0.01,0.01,1
0.32,1.2,1.23,0.03,0.01,1
0.35,1.2,1.22,0.03,0.03,1
0.37,1.16,1.22,0.07,0.01,1
0.48,0.99,1.23,0.2,0.03,1
0.5,0.98,1.15,0.04,0.11,1
0.49,1.02,1.1,0.04,0.11,1
0.38,1.03,1.1,0.05,0.06,1
0.38,1.04,1.13,0.02,0.03,1
0.42,1.1,1.13,0.07,0.02,1
0.43,1.11,1.15,0.02,0.02,1
0.36,1.1,1.19,0.02,0.08,1
0.37,1.09,1.15,0.02,0.05,1
0.36,1.07,1.09,0.02,0.06,1
0.33,1.07,1.08,0.03,0.01,1
0.47,1.1,1.1,0.1,0.05,1
0.46,1.09,1.12,0.02,0.02,1
0.45,1.1,1.09,0.02,0.03,1
0.48,1.1,1.1,0.01,0.03,1
0.57,1.12,1.08,0.05,0.07,1
0.73,0.95,0.92,0.21,0.25,1
0.81,1.09,1.12,0.15,0.22,1
0.52,1.02,1.12,0.14,0.19,1
0.38,1.14,1.19,0.13,0.13,1
0.34,0.95,0.92,0.19,0.27,1
0.46,1.2,1.18,0.26,0.27,1
0.43,0.96,0.97,0.24,0.21,1
0.37,1.0,1.07,0.06,0.11,1
0.35,1.04,1.11,0.04,0.05,1
0.43,1.09,1.15,0.06,0.07,1
0.49,1.11,1.19,0.03,0.05,1
0.54,1.1,1.24,0.02,0.07,1
0.62,1.11,1.3,0.01,0.08,1
1.03,1.18,1.26,0.07,0.5,1
0.62,1.29,1.3,0.11,0.42,1
0.73,1.25,1.25,0.04,0.13,1
0.73,1.42,1.3,0.2,0.12,1
0.91,1.58,1.31,0.19,0.05,1
0.9,1.59,1.29,0.13,0.02,1
0.59,1.28,1.29,0.37,0.1,1
0.4,1.08,1.16,0.21,0.2,1
0.36,1.06,1.08,0.02,0.1,1
0.4,1.3,1.28,0.24,0.21,1
0.46,0.94,0.98,0.37,0.33,1
0.47,1.11,1.13,0.18,0.15,1
1.21,1.39,1.31,0.48,0.4,1
0.58,1.29,1.29,0.35,0.3,1
0.37,0.96,0.95,0.34,0.37,1
0.45,1.11,1.16,0.17,0.23,1
0.36,1.17,1.19,0.08,0.07,1
0.41,1.11,1.23,0.06,0.05,1
0.84,1.12,1.58,0.03,0.45,1
0.89,1.18,1.63,0.07,0.25,1
0.45,1.2,1.21,0.05,0.51,1
0.39,1.15,1.25,0.05,0.09,1
0.58,1.37,1.26,0.29,0.06,1
1.0,1.76,1.28,0.5,0.03,1
0.54,1.37,1.28,0.51,0.06,1
0.36,1.13,1.19,0.26,0.13,1
0.36,1.2,1.22,0.08,0.04,1
0.41,1.34,1.14,0.18,0.12,1
0.49,1.5,1.11,0.26,0.23,1
0.51,1.36,1.03,0.49,0.41,1
0.58,1.39,1.22,0.37,0.27,1
0.39,1.28,1.18,0.12,0.15,1
0.43,1.14,1.23,0.14,0.09,1
0.48,1.1,1.09,0.08,0.15,1
0.49,1.05,1.07,0.2,0.22,1
0.37,1.16,1.2,0.17,0.17,1
0.38,1.1,1.19,0.07,0.01,1
0.43,1.22,1.17,0.15,0.04,1
0.55,0.94,1.17,0.31,0.04,1
0.45,1.01,1.16,0.11,0.04,1
0.44,1.21,1.18,0.22,0.02,1
0.68,1.47,1.17,0.28,0.09,1
1.08,1.49,1.17,0.42,0.07,1
0.55,1.11,1.19,0.55,0.12,1
0.51,1.25,1.27,0.17,0.09,1
0.71,1.48,1.43,0.26,0.18,1
1.24,1.81,1.8,0.46,0.54,1
0.7,1.39,1.37,0.52,0.54,1
0.43,1.25,1.29,0.2,0.18,1
0.65,1.26,0.91,0.08,0.4,1
0.61,1.27,1.36,0.02,0.47,1
1.05,1.28,1.48,0.04,0.43,1
0.56,1.21,1.17,0.08,0.56,1
0.24,1.07,1.13,0.19,0.22,1
0.33,1.16,1.23,0.11,0.13,1
0.32,1.14,1.17,0.09,0.1,1
0.37,1.0,1.02,0.24,0.28,1
0.33,1.13,1.17,0.14,0.18,1
0.9,1.17,1.09,0.07,0.52,1
0.5,1.17,1.02,0.14,0.35,1
0.57,1.16,1.03,0.17,0.1,1
0.61,1.12,1.13,0.17,0.11,1
0.35,1.03,1.1,0.22,0.09,1
0.4,1.32,1.37,0.31,0.27,1
0.82,1.57,1.53,0.32,0.28,1
1.1,1.74,1.75,0.28,0.35,1
0.51,1.16,1.26,0.67,0.57,1
0.38,1.26,1.18,0.12,0.15,1
0.44,0.92,1.15,0.38,0.04,1
0.45,1.04,1.03,0.13,0.18,1
0.42,1.09,1.06,0.07,0.11,1
0.35,0.96,1.0,0.14,0.07,1
0.36,0.96,0.93,0.14,0.11,1
0.37,1.24,1.35,0.29,0.42,1
0.28,0.98,0.99,0.27,0.39,1
0.28,1.0,1.05,0.03,0.07,1
0.28,1.0,1.03,0.02,0.03,1
0.32,1.24,1.25,0.27,0.25,1
0.4,0.89,0.91,0.35,0.35,1
0.38,0.95,0.97,0.1,0.13,1
0.28,0.95,0.95,0.05,0.06,1
0.3,0.87,0.84,0.08,0.11,1
0.38,1.24,1.36,0.37,0.53,1
0.29,0.97,0.99,0.28,0.39,1
0.28,1.21,1.2,0.25,0.23,1
0.37,0.88,0.87,0.34,0.37,1
0.31,1.16,1.17,0.31,0.33,1
0.92,1.48,1.46,0.45,0.45,1
1.18,1.42,1.45,0.26,0.32,1
0.39,1.06,1.09,0.54,0.54,1
0.34,1.27,1.29,0.22,0.21,1
0.63,1.48,1.44,0.27,0.19,1
1.3,1.75,1.77,0.46,0.47,1
0.73,1.44,1.53,0.47,0.34,1
0.35,1.24,1.22,0.24,0.39,1
0.27,1.02,1.06,0.22,0.17,1
0.35,1.24,1.26,0.25,0.24,1
0.42,0.84,0.83,0.44,0.49,1
0.33,0.97,1.01,0.14,0.2,1
0.33,1.09,1.07,0.14,0.08,1
0.59,0.94,1.06,0.24,0.08,1
0.37,0.93,1.07,0.26,0.03,1
0.48,1.01,1.2,0.09,0.18,1
0.76,1.1,0.91,0.1,0.4,1
0.43,1.04,0.93,0.11,0.25,1
0.27,1.05,1.15,0.06,0.26,1
0.33,1.11,1.19,0.12,0.05,1
0.41,1.01,1.01,0.13,0.2,1
0.4,0.97,0.97,0.14,0.18,1
0.32,1.2,1.21,0.24,0.26,1
0.37,1.31,1.27,0.11,0.1,1
0.38,1.14,1.24,0.18,0.1,1
0.39,1.24,1.05,0.11,0.21,1
0.87,1.49,1.06,0.44,0.05,1
0.83,1.37,1.08,0.29,0.04,1
0.32,1.05,1.07,0.54,0.06,1
0.26,1.07,1.13,0.05,0.07,1
0.43,1.1,1.32,0.03,0.23,1
0.91,1.13,1.43,0.03,0.53,1
0.56,1.09,1.03,0.04,0.53,1
0.33,1.1,1.08,0.07,0.23,1
0.52,1.18,1.07,0.2,0.01,1
0.84,1.06,1.05,0.43,0.05,1
0.56,0.95,1.04,0.29,0.03,1
0.27,1.08,1.07,0.31,0.04,1
0.49,1.07,1.26,0.07,0.25,1
0.79,1.09,0.78,0.06,0.63,1
0.43,1.05,0.91,0.1,0.32,1
0.46,0.83,1.06,0.23,0.17,1
0.4,0.9,1.04,0.09,0.03,1
0.44,1.05,1.1,0.15,0.19,1
0.42,1.09,0.91,0.04,0.31,1
0.32,1.0,1.03,0.09,0.14,1
0.33,1.17,1.19,0.19,0.17,1
0.35,0.86,0.85,0.32,0.35,1
0.37,1.07,1.04,0.23,0.19,1
0.3,1.19,1.19,0.13,0.15,1
0.4,1.27,1.25,0.1,0.08,1
0.54,1.42,1.35,0.16,0.13,1
0.64,1.53,1.45,0.12,0.12,1
1.34,1.78,1.77,0.47,0.48,1
0.81,1.43,1.45,0.49,0.37,1
0.27,1.1,1.11,0.39,0.48,1
0.26,1.07,1.11,0.05,0.05,1
0.25,1.1,1.12,0.05,0.03,1
0.24,1.1,1.12,0.01,0.02,1
0.27,1.09,1.12,0.02,0.04,1
0.43,1.2,1.16,0.14,0.11,1
0.49,1.34,1.28,0.17,0.15,1
1.45,1.46,1.38,0.51,0.5,1
0.69,1.09,1.08,0.55,0.47,1
0.49,1.02,1.06,0.15,0.18,1
0.93,1.08,1.64,0.1,0.61,1
0.57,1.07,1.05,0.07,0.64,1
0.86,1.41,1.02,0.44,0.06,1
0.47,1.23,1.05,0.33,0.08,1
0.34,1.02,1.04,0.22,0.06,1
0.37,1.31,1.31,0.31,0.28,1
0.45,0.92,0.86,0.4,0.46,1
1.34,1.43,1.42,0.67,0.76,1
0.8,1.22,1.19,0.39,0.33,1
0.34,1.23,1.23,0.22,0.27,1
0.31,1.19,1.19,0.04,0.05,1
0.33,1.25,1.27,0.09,0.11,1
0.42,1.03,0.96,0.24,0.32,1
0.63,1.35,1.36,0.34,0.42,1
0.93,1.29,1.34,0.19,0.32,1
0.38,1.4,1.39,0.25,0.4,1
0.37,0.94,0.91,0.47,0.5,1
0.37,1.09,1.11,0.17,0.21,1
0.44,1.17,1.12,0.09,0.13,1
0.9,1.18,1.03,0.02,0.52,1
0.85,1.08,1.04,0.35,0.34,1
0.33,0.99,1.1,0.35,0.24,1
1.47,1.53,1.53,0.77,0.75,1
0.89,1.33,1.36,0.43,0.32,1
0.42,1.32,1.23,0.16,0.38,1
0.65,1.39,1.36,0.17,0.16,1
0.73,0.95,0.93,0.45,0.45,1
0.42,1.11,1.12,0.27,0.23,1
0.55,0.93,0.88,0.2,0.25,1
0.9,1.17,1.15,0.36,0.38,1
0.72,1.14,1.2,0.19,0.17,1
0.38,1.18,1.2,0.1,0.26,1
0.34,0.89,0.88,0.3,0.33,1
0.34,0.98,0.96,0.1,0.11,1
0.46,0.97,1.01,0.14,0.06,1
0.35,1.02,0.97,0.14,0.05,1
0.37,1.03,0.92,0.04,0.11,1
0.54,1.07,1.34,0.05,0.43,1
0.47,1.36,1.31,0.32,0.04,1
1.41,1.46,1.43,0.47,0.52,1
0.55,0.98,1.01,0.68,0.58,1
0.58,1.29,1.04,0.39,0.2,1
0.67,0.96,1.13,0.35,0.12,1
0.77,1.06,0.9,0.2,0.35,1
0.55,1.11,0.94,0.08,0.19,1
0.33,1.03,1.1,0.11,0.23,1
0.37,1.31,1.32,0.31,0.23,1
0.38,0.95,0.94,0.37,0.41,1
0.29,0.96,0.97,0.09,0.03,1
0.34,0.91,0.86,0.06,0.11,1
0.41,1.27,1.23,0.38,0.43,1
0.34,1.13,1.15,0.17,0.16,1
0.33,1.05,1.02,0.09,0.14,1
0.44,0.99,0.99,0.11,0.11,1
0.36,1.03,0.95,0.09,0.13,1
0.35,1.11,1.14,0.15,0.26,1
0.37,1.04,1.05,0.11,0.13,1
0.43,1.27,1.27,0.23,0.23,1
1.34,1.39,1.39,0.48,0.62,1
0.46,1.0,1.02,0.59,0.6,1
0.78,1.09,1.49,0.1,0.52,1
0.97,1.16,1.53,0.08,0.37,1
0.62,1.31,1.0,0.2,0.64,1
0.92,1.58,1.04,0.36,0.05,1
0.32,1.02,1.03,0.64,0.13,1
0.36,1.12,1.1,0.12,0.09,1
0.51,1.39,1.34,0.31,0.26,1
0.75,1.48,1.45,0.17,0.16,1
1.15,1.31,1.21,0.3,0.48,1
0.37,0.98,0.98,0.49,0.48,1
0.35,1.22,1.24,0.29,0.31,1
0.36,0.87,0.86,0.36,0.39,1
0.35,0.95,0.92,0.09,0.11,1
0.33,0.91,0.86,0.06,0.09,1
0.37,1.36,1.34,0.46,0.52,1
0.33,1.18,1.27,0.21,0.2,1
0.39,1.01,0.98,0.19,0.31,1
0.32,1.08,1.08,0.11,0.15,1
0.63,1.53,1.49,0.49,0.45,1
1.04,1.67,1.74,0.24,0.41,1
0.47,1.08,1.14,0.67,0.65,1
0.5,1.29,1.09,0.27,0.12,1
0.39,0.91,1.08,0.43,0.02,1
0.39,1.02,1.15,0.12,0.11,1
0.48,1.04,1.19,0.05,0.09,1
0.55,1.08,1.27,0.05,0.13,1
0.49,1.1,0.91,0.02,0.42,1
0.41,1.27,1.23,0.2,0.33,1
0.47,1.31,1.29,0.05,0.08,1
0.45,1.37,1.33,0.09,0.07,1
0.49,1.5,1.46,0.16,0.16,1
1.38,1.54,1.47,0.41,0.59,1
0.58,1.01,1.1,0.66,0.55,1
0.3,1.06,1.11,0.11,0.24,1
0.34,1.35,1.37,0.31,0.27,1
0.33,0.89,0.87,0.47,0.52,1
0.34,0.91,0.88,0.04,0.03,1
0.33,0.97,0.92,0.07,0.06,1
0.34,0.88,0.83,0.09,0.09,1
0.38,1.36,1.42,0.49,0.61,1
0.36,1.1,1.19,0.27,0.26,1
0.28,1.03,1.02,0.08,0.2,1
0.43,1.34,1.29,0.33,0.3,1
0.58,1.52,1.48,0.19,0.23,1
1.29,1.78,1.79,0.46,0.49,1
0.82,1.4,1.47,0.52,0.34,1
0.48,1.16,1.22,0.29,0.32,1
0.35,0.89,0.86,0.27,0.39,1
0.39,0.89,0.85,0.1,0.13,1
0.71,1.02,0.95,0.31,0.31,1
0.54,1.46,1.49,0.47,0.56,1
0.35,0.99,0.98,0.49,0.54,1
0.24,0.97,0.94,0.2,0.25,1
0.31,1.02,1.01,0.06,0.12,1
0.31,1.0,1.06,0.02,0.07,1
0.4,1.32,1.36,0.35,0.32,1
0.32,0.87,0.83,0.47,0.55,1
0.32,0.91,0.87,0.08,0.11,1
0.27,0.96,0.98,0.06,0.12,1
0.27,0.96,0.98,0.01,0.01,1
0.29,0.95,0.97,0.02,0.02,1
0.31,0.94,0.98,0.03,0.04,1
0.34,0.94,0.97,0.04,0.05,1
0.33,0.05,0.9,0.01,0.01,1
0.32,0.05,0.9,0.01,0.01,1
